name,rating,total_rating,salaries
Repco Home Finance,3.5,(399),399
GE Aerospace,4.0,(398),398
Sedemac Mechatronics,4.0,(398),398
Nuziveedu Seeds,3.8,(398),398
Karvy DigiKonnect,3.2,(398),398
Smartworks,3.3,(397),397
GSP Crop Science,4.0,(398),398
LeadSquared,2.7,(397),397
Imarque Solutions,3.0,(397),397
Wellness Forever Lifestyle Chemist,3.9,(397),397
Examity,3.3,(397),397
Nissan,3.6,(397),397
Hexagon Capability Center,4.0,(397),397
Jamna Auto Industries,3.9,(397),397
Supertech,4.0,(396),396
Shakti Pumps,3.7,(396),396
Scientific Publishing Services,3.8,(396),396
Epsilon Carbon,3.9,(397),397
Diverse Lynx,3.3,(396),396
Alfa Laval,3.9,(397),397
VIT University,4.1,(396),396
Park Hospital,3.7,(396),396
XL Health,4.2,(396),396
RSM US in India,3.4,(397),397
Merck Life Science,3.9,(396),396
Ess Kay Fincorp,4.2,(396),396
Fosroc India,4.3,(395),395
Accel Frontline,4.3,(395),395
NTT Global Data Centers and Cloud Infrastructure,3.9,(395),395
Rosmerta Technologies,3.3,(395),395
Watertec India,3.7,(395),395
HL Mando,4.0,(394),394
Phenom,3.3,(394),394
JBS Enterprises,3.2,(394),394
Arjas Steel,3.8,(394),394
Bharat Rasayan,3.9,(394),394
Kennametal,3.5,(394),394
Teamspace Financial Services,4.0,(394),394
Coronis Health,3.3,(395),395
Acme Generics LLP,3.3,(394),394
Amri Hospital,4.0,(394),394
Sumitomo Chemical,4.1,(394),394
Sangeetha Mobile,3.6,(394),394
Grey Orange,3.1,(393),393
US Tech Solutions,3.6,(393),393
Indifi Technologies,3.8,(393),393
Elentec Power India (EPI) Pvt. Ltd.,3.9,(393),393
Everest Spices,3.8,(393),393
AgreeYa Solutions,3.1,(392),392
Jeeves Consumer Services,3.5,(392),392
Vidal Health Tpa,3.3,(392),392
SYSTRA,3.9,(392),392
IPE Global,3.8,(392),392
Omnicom Global Solutions,3.3,(392),392
Siemens Healthcare,4.0,(392),392
Healthcare At Home,3.8,(392),392
Arcesium,3.4,(392),392
Neuberg Diagnostics,3.4,(391),391
Zenex Animal Health,4.7,(410),410
Neuberg Diagnostics,3.4,(391),391
Servion Global Solutions,3.1,(392),392
Navi Limited,3.1,(391),391
Dynacons Systems & Solutions,3.6,(391),391
MSCI,3.6,(390),390
Capri Global Housing Finance,3.5,(390),390
Jade Global,3.4,(390),390
Sandvik Mining and Rock Technology,4.1,(391),391
Motherson Technology Services,3.3,(392),392
Moolchand Hospital,4.1,(390),390
Richa Global Export,3.9,(390),390
S2 Infotech,3.5,(390),390
Eclat Health Solutions,3.6,(391),391
Indraprastha Gas,3.9,(390),390
Intelliswift - An LTTS Company,3.3,(390),390
TrueBlue,3.5,(391),391
Elecon Engineering,4.2,(390),390
Intercontinental Consultants & Technocrats,4.1,(389),389
Técnicas Reunidas,3.9,(389),389
Grand Hyatt,4.3,(389),389
World Vision,4.2,(389),389
Agarwal Packers and Movers Limited,3.3,(389),389
People Prime Worldwide,4.1,(389),389
Duroshox,4.1,(389),389
Grand Hyatt,4.3,(389),389
Intercontinental Consultants & Technocrats,4.1,(389),389
Técnicas Reunidas,3.9,(389),389
JUSTO Realfintech,4.4,(388),388
Transact Global,4.6,(388),388
Sleek International,3.5,(388),388
Methodex,3.9,(388),388
OodlesTechnologies,3.2,(388),388
Alfanar,4.0,(388),388
Mobileum,3.2,(388),388
Rail Vikas Nigam,3.5,(388),388
Eisai Pharmaceuticals,4.0,(387),387
Hathi Cement,4.1,(387),387
SRM University,3.5,(387),387
Berkadia,3.8,(387),387
Expedia Group,3.6,(387),387
Expedia Group,3.6,(387),387
RNFI Services,3.2,(388),388
Berkadia,3.8,(387),387
Polybond India,3.7,(387),387
Centre For Sight,3.9,(386),386
Krishna Group,4.0,(389),389
Runwal Group,3.9,(386),386
Kores,3.6,(388),388
Synokem Pharmaceuticals,3.9,(386),386
ANTOLIN,3.7,(386),386
Bliss Gvs Pharma,4.1,(386),386
Rubicon Research,3.4,(386),386
Xdbs,2.7,(385),385
AQuity Solutions India,3.7,(385),385
Columbia Petro Chem,4.1,(385),385
Paragon Footwear,4.0,(386),386
Computacenter,3.9,(386),386
Ven Consulting,3.2,(385),385
Milkbasket,3.8,(385),385
Vectus Industries,4.1,(384),384
VXI Global Solutions,3.3,(385),385
Hays Business Solutions,3.3,(384),384
Vectus Industries,4.1,(384),384
Ultra Corpotech,4.0,(385),385
Glaze Trading India,4.3,(383),383
Yellow Diamond,4.0,(384),384
Rainbow Hospital,3.7,(384),384
SATTVA,4.2,(384),384
Brick&Bolt,3.3,(384),384
Lauritz Knudsen Electrical & Automation,4.1,(383),383
Kirloskar Toyota Textile Machinery,4.5,(382),382
Sharda University,3.7,(382),382
Lloyds Metals And Energy,3.7,(382),382
Lumino Industries,3.7,(382),382
MCM Telecom Equipment,3.9,(381),381
Heavy Engineering Industries & Shipbuilding,3.9,(381),381
K L University,3.9,(381),381
Bss Microfinance,3.7,(381),381
Labournet Services,4.0,(381),381
Tega Industries,3.6,(381),381
K L University,3.9,(381),381
Tega Industries,3.6,(381),381
OneSource Specialty Pharma Limited,3.8,(381),381
Pharmarack Technologies,3.6,(381),381
Andromeda Sales ans Distribution PVT LTD,3.2,(381),381
Dimension Data,4.5,(380),380
A-1 Fence Products,4.0,(380),380
Concord Biotech,3.8,(380),380
Vaibhav Global,3.3,(380),380
Rahee Group,3.9,(381),381
SiliconIndia,2.7,(380),380
Capital Small Finance Bank,3.5,(380),380
Civica India,3.0,(379),379
Captain Steel India Limited,3.7,(379),379
Apcer Life Sciences,3.4,(379),379
Apmosys Technologies,3.1,(380),380
Bellsonica Auto Component,4.0,(380),380
SOTC Travel Limited,4.4,(379),379
Berar Finance,3.6,(380),380
Endava,3.4,(378),378
Awign Enterprises,3.6,(378),378
Endava,3.4,(378),378
PropTiger.com,3.8,(378),378
Jawahar Navodaya Vidyalaya,4.4,(377),377
RWS Group,3.6,(378),378
KaaShiv InfoTech Company,4.8,(377),377
Associated Road Carriers,4.1,(377),377
Data-Core Systems,2.9,(378),378
Sunflag Iron and Steel,3.6,(377),377
Pranav Vikas India Private Limited,3.8,(377),377
Hilex,3.8,(377),377
Campus Activewear,4.0,(376),376
Wagh Bakri Tea Group,4.2,(377),377
QUADRANT TECHNOLOGIES INDIA PRIVATE LIMITED,3.7,(376),376
Wildcraft,3.7,(376),376
INOX Air Products,4.1,(376),376
Aquasub Engineering,3.8,(376),376
T&M Services consulting,3.6,(376),376
Mahendra’s Institute,3.1,(375),375
Hitachi Vantara,3.5,(376),376
Rithwik Projects,3.9,(375),375
Cashpor Micro Credit,3.6,(375),375
Toshiba JSW Power Systems,4.2,(375),375
Choice Consultancy Services,3.6,(375),375
TCG Lifesciences,4.1,(375),375
Utkarsh India,3.6,(375),375
Satyam Venture Engineering Services,3.3,(374),374
Adani Electricity,3.5,(374),374
Karvy Innotech,2.9,(374),374
WPP,2.8,(375),375
Planetcast,3.6,(374),374
Sri Aurobindo Society,4.0,(375),375
Royal Orchid Hotels,4.1,(374),374
Offshoot Agency,3.3,(374),374
Vedant Fashions,4.1,(374),374
TRL Krosaki Refractories,3.8,(374),374
Maxxis Rubber,3.5,(373),373
Sj Contracts,4.2,(373),373
Kokuyo Camlin,3.8,(373),373
Uneecops Technologies,3.7,(373),373
Evolent Health International,3.8,(373),373
Mitra SK,3.8,(373),373
Gufic Biosciences,3.2,(373),373
Emami Paper Mills,4.2,(373),373
Kokuyo Camlin,3.8,(373),373
Moser Baer,3.9,(372),372
Department of Agriculture,4.2,(372),372
Johnson Controls Hitachi Air Conditioning,3.7,(372),372
Actalent Services,3.6,(372),372
Amoli Organics,3.7,(372),372
Zara,3.5,(372),372
SBI Payment Services,3.9,(372),372
Trident Hotels,4.1,(372),372
Toshiba Transmission & Distribution Systems,3.8,(373),373
Light Microfinance,3.8,(372),372
Duroflex,3.9,(371),371
Hollister Medical,4.1,(373),373
Caparo Maruti,4.1,(371),371
RedBus,4.1,(371),371
TMF Group,3.7,(372),372
Health India Tpa Services,3.2,(371),371
ITSource Technologies,2.8,(370),370
N Ranga Rao And Sons,3.8,(370),370
Enterprise Growth Accelerator,3.5,(370),370
Birla Cement,4.1,(370),370
Descon Engineering,4.0,(370),370
SEIL Energy India,4.0,(371),371
Teachnook,2.8,(370),370
Mobiloitte Technologies,3.0,(370),370
Hyundai Engineering and Construction,4.3,(369),369
Time Technoplast,3.7,(369),369
Tata Digital,2.3,(370),370
GTPL-KCBPL,4.0,(369),369
doodleblue innovation,4.2,(369),369
Tribhovandas Bhimji Zaveri,3.9,(369),369
Gujarat Alkalies & Chemicals,4.6,(369),369
Autocomp Corporation Panse,3.4,(369),369
Eaton India Innovation Center,3.7,(368),368
Hyperpure,3.7,(371),371
EXEDY,3.8,(368),368
Treebo Hotels,3.2,(368),368
Parul University,3.3,(368),368
Swiss Re,3.7,(368),368
NCCCL,3.4,(367),367
Hygienic Research Institute,3.8,(367),367
Seth M R Jaipuria School,3.5,(367),367
Syncfusion,3.3,(367),367
Hitachi Hi-Rel Power Electronics,3.7,(367),367
New Opportunity Consultancy,4.2,(367),367
Jaguar Security Services,4.5,(366),366
Tata Toyo Radiator,,,--
Watchyourhealth.com,4.5,(366),366
Ryan International School,3.2,(366),366
Lalitha Jewellery,4.0,(366),366
Ample Technologies,3.7,(366),366
Compunnel,3.8,(366),366
VST Industries,3.7,(366),366
GGS Information Services,3.9,(366),366
Avineon India,4.0,(366),366
Borosil Glass Works,3.7,(366),366
DCM Shriram Industries,4.1,(366),366
SMC Corporation,3.8,(365),365
TCI Supply Chain Solutions,3.9,(365),365
Audi,3.7,(365),365
Harjai Computers,3.2,(365),365
Aarti Drugs,3.5,(365),365
Pegasystems,3.5,(365),365
Cedcoss Technologies,2.9,(365),365
McNROE,4.0,(365),365
METRO Global Solutions Center,3.5,(366),366
Balrampur Chini Mills Limited,4.0,(365),365
Woodenstreet.com,3.4,(366),366
HBL Global,4.2,(364),364
Suzuki,3.8,(364),364
Ben Franklin Opticians,3.8,(364),364
Qentelli,3.6,(364),364
Halonix Technologies,3.7,(364),364
People Group,3.4,(364),364
Vini Cosmetics,4.0,(364),364
Yamaha Motor India Sales,4.1,(364),364
Zebronics,3.9,(363),363
JSW One Platforms,2.9,(364),364
Universal Mep Projects & Engineering Services,3.8,(363),363
Al Tasnim Enterprises,3.5,(364),364
RV Solutions,3.8,(363),363
Ssipl Lifestyle,4.1,(363),363
Coditas Technologies,3.8,(364),364
MSM Unify,3.9,(365),365
R.K.M Powergen,3.9,(365),365
Protiviti India Member,2.7,(365),365
Wipro GE Health Care,4.0,(363),363
Lobo Staffing Solutions,4.1,(363),363
B S R & Co Llp,3.1,(363),363
Lam Research,3.7,(363),363
Carraro,3.9,(363),363
6D Technologies,2.8,(363),363
Technocon Services,3.3,(363),363
Ace Designers,4.0,(364),364
Roquette Riddhi Siddhi,3.8,(363),363
Sequel Logistics,4.0,(362),362
Transguard Group,3.7,(362),362
Council of Scientific and Industrial Research,4.2,(362),362
Kalkine Solutions,4.3,(363),363
CityMall,3.2,(362),362
DotPe,3.1,(362),362
Oil India,4.2,(363),363
Godrej Infotech,3.7,(362),362
Sequel Logistics,4.0,(362),362
The Park Hotels,4.0,(363),363
Worldline,3.6,(363),363
Deenanath Mangeshkar Hospital,3.8,(361),361
Groww,3.7,(361),361
VGM Consultants,3.3,(361),361
Advanced Micro Devices,3.7,(361),361
Hindustan Syringes & Medical Devices,4.0,(360),360
Yara Fertilisers,3.8,(360),360
Lido Learning,2.1,(360),360
MSP Steel & Power,3.8,(360),360
Mitsubishi Electric Automotive India,4.4,(360),360
Red Tape,3.3,(360),360
Toyota Financial Services,3.7,(360),360
Trane Technologies,3.8,(360),360
Windlas Biotech,4.0,(360),360
Yara Fertilisers,3.8,(360),360
Udaan India - The Original Visa Company,4.3,(359),359
Zydex Industries,3.7,(359),359
Shaadi.com,3.4,(360),360
Netcore Pvt. Ltd.,4.1,(359),359
ACB (India),3.8,(359),359
Jumio,3.9,(359),359
Vatika Group,4.2,(359),359
Adarsh Credit Co-Operative Society,4.3,(359),359
Prem Motors,3.7,(359),359
Asti Electronics India,4.1,(359),359
Medall Healthcare,3.6,(358),358
Yubi,4.2,(358),358
Padmini VNA Mechatronics,3.9,(358),358
Ventura Securities,4.1,(358),358
Kraft Heinz,3.0,(358),358
Xpheno,3.5,(358),358
Kraft Heinz,3.0,(358),358
Ventura Securities,4.1,(358),358
Adient,4.0,(358),358
AVL,3.5,(358),358
Holcim,3.5,(357),357
Orchid Pharma,3.7,(357),357
Nabard Financial Services,4.0,(357),357
Rashtriya Chemicals and Fertilizers,4.4,(357),357
GIVA Jewellery,3.0,(358),358
Jay Chemical Industries,4.0,(357),357
DEN Networks,3.9,(356),356
EPIQ Systems,3.5,(356),356
Control Print,4.1,(356),356
Rio Tinto,3.5,(357),357
Multiplier Brand Solutions,3.7,(356),356
Muthoot Capital Services,3.6,(357),357
Schaeffer & Sam,3.3,(355),355
Ceat Specialty Tyres,3.8,(355),355
UNext,3.0,(355),355
MUFG Bank,3.5,(356),356
Stellar Innovations,3.4,(355),355
Vascon Engineers,3.8,(355),355
Debtcare Enterprises,4.3,(355),355
Stefanini,2.7,(355),355
e-Zest,3.8,(355),355
Zee Laboratories,3.8,(355),355
MapmyIndia,3.4,(355),355
Kpmg Resource Centre,3.5,(357),357
NXP Semiconductors,3.6,(355),355
BLS International Services,3.4,(354),354
MAHLE Behr India,3.6,(354),354
TestingXperts,3.6,(354),354
Adama,4.1,(354),354
Paperchase Accountancy,2.9,(355),355
Adglobal360,3.2,(354),354
Sekisui Dljm Molding,3.9,(354),354
Fidelis Technology Services,3.6,(354),354
Gupta Power Infrastructure,3.0,(353),353
Kushal's Fashion Jewellery,4.3,(353),353
Aditya Birla Memorial Hospital,4.5,(353),353
Pharmed,4.7,(353),353
SOPAN,4.0,(353),353
Aegis Logistics,3.6,(354),354
Shiash Info Solutions,3.0,(353),353
TMEIC,3.8,(353),353
Motilal Oswal Asset Management Company,4.3,(353),353
Cygnet Infotech,3.4,(354),354
Bain & Company,3.7,(353),353
Oceaneering International,4.0,(353),353
Network 18,3.5,(353),353
Vijay Nirman Company,3.7,(354),354
Bal Pharma,3.2,(353),353
Escon Elevators,3.5,(353),353
L&T Defence,3.8,(353),353
NU Vista,4.2,(352),352
National Highways Authority of India,3.9,(352),352
M K Agrotech Private Limited,4.5,(352),352
Shah Technical Consultants,3.6,(352),352
Infocepts Technologies,3.6,(353),353
MYCPE ONE,3.8,(355),355
Hical Technologies,3.5,(352),352
Versuni India Home Solutions,3.2,(352),352
Allegis Global Solutions,3.3,(353),353
Mars,3.7,(352),352
Telstra,3.9,(352),352
Festo,3.6,(352),352
Ircon International,3.9,(352),352
VIKRAN Engineering & Exim,4.1,(352),352
Kyndal India,3.6,(352),352
Red Health,3.5,(351),351
Savista Global Solutions,4.1,(351),351
Dentsu Aegis Network,3.2,(351),351
International Game Technology,3.3,(351),351
Coding Ninjas,3.8,(351),351
Avantor,3.6,(351),351
Sarvagram Fincare,3.9,(351),351
Globtier Infotech Limited,3.3,(351),351
Mahindra Insurance Brokers,3.4,(351),351
eMudhra,3.5,(350),350
Synergies Castings,3.8,(351),351
Hindustan Urvarak & Rasayan,3.3,(351),351
Zuari Cement,4.3,(350),350
Fluper,4.0,(350),350
MJ Biopharm,3.4,(350),350
Zf Wind Power,4.1,(350),350
Valvoline Cummins,4.0,(349),349
Sata Vikas India,3.6,(349),349
Kimberly-Clark,3.9,(350),350
Theme Engineering Services,3.7,(349),349
Sri Sri Tattva,3.5,(349),349
Park Plus,2.7,(349),349
Accel IT Services,3.5,(349),349
Clarus Rcm Infotech,2.7,(351),351
Volvo Trucks,4.0,(349),349
Bluechip Corporate Investment Centre,3.8,(349),349
Clariant Chemicals,4.2,(349),349
Sakthi Auto Components,3.2,(348),348
CESC,3.8,(348),348
Hindustan Latex Family Planning Promotion Trust,4.1,(348),348
Taco Bell,4.1,(348),348
Polyhose,3.8,(348),348
DSV - Global Transport and Logistics,3.6,(348),348
63 Moons Technologies,3.7,(348),348
Satin Finserv,3.9,(348),348
L&T Valves,3.7,(348),348
Gyproc,3.9,(348),348
AceMicromatic Group,4.2,(347),347
Urban Ladder,3.7,(347),347
Lion Engineering Consultants,3.3,(347),347
Satguru Travels and Tour Services,2.8,(347),347
Halliburton,3.6,(347),347
CKA Birla Group,4.0,(347),347
Can Fin Homes,2.7,(348),348
Khimji Ramdas,3.8,(347),347
Aloha Technology,2.6,(347),347
Aptean,3.0,(348),348
Vee Healthtek,3.8,(348),348
ShopKirana,3.9,(346),346
Jaypee Cement,4.0,(346),346
ICRA Analytics,3.0,(346),346
Teleysia Networks,3.4,(346),346
KLJ GROUP,3.3,(346),346
Modern V.R. Security Force,4.0,(348),348
Gtpl Broadband,3.8,(346),346
Indchemie Health Specialities,3.8,(346),346
Techno Electric & Engineering Company,3.9,(347),347
Darwinbox,3.3,(346),346
NIKE,4.0,(345),345
ADNOC,4.3,(345),345
Praxis Services,3.3,(346),346
Vem Technologies,3.6,(345),345
InfodriveIndia,4.0,(345),345
Zet Town,3.4,(345),345
Pitaara,4.1,(345),345
Unique Identification Authority of India,3.6,(345),345
Merit Data and Technology,3.8,(345),345
Kalyani Motors,3.3,(345),345
Recipharm Pharmaservices,3.8,(345),345
Irclass Systems And Solutions,4.2,(346),346
Senvion,4.0,(345),345
Senvion,4.0,(345),345
Somic ZF Components,4.2,(345),345
DISYS,3.1,(344),344
Listenlights,3.8,(344),344
Rushil Decor,4.1,(345),345
Walplast Products Pvt Ltd,4.0,(344),344
Essilor,4.0,(344),344
Arabian Industries,3.8,(344),344
Zopper,3.0,(344),344
Moder Solutions,3.3,(344),344
ESAF CO-OPERATIVE,3.5,(344),344
ESAB,4.0,(344),344
Country Holidays Inn & Suites,4.2,(343),343
Aarti Steels,3.7,(344),344
Newt Global,4.3,(343),343
Kerala State Electricity Board,4.2,(343),343
AVASOFT,2.6,(343),343
Furukawa Minda Electric,4.0,(343),343
Springer Nature in India,4.0,(343),343
Technicolor,3.5,(342),342
Global Aluminium,3.8,(342),342
Signode,3.7,(342),342
Plasser India,4.0,(344),344
Evelyn Learning Systems,3.9,(342),342
Silverlink Technologies,3.9,(342),342
Aeronautical Development Agency,4.2,(342),342
Anaptyss,4.0,(342),342
Cognizant Solutions Corp,3.7,(342),342
IIT Bombay,4.4,(341),341
"Ministry Of Health, New Delhi",3.9,(341),341
EXO Edge,3.5,(341),341
Patil Group,3.5,(341),341
SNVA Group,3.4,(341),341
Hyundai Construction Equipment,4.2,(341),341
Lloyd Insulations,3.4,(341),341
Integrated Wireless Solutions,3.9,(341),341
Aurigene Pharmaceutical Services,4.1,(341),341
o9 Solutions,3.4,(340),340
Futurense Technologies,4.0,(340),340
Pps Motors,3.9,(340),340
Mahindra Truck and Bus,3.6,(339),339
L&T–MHI Power Boilers,4.1,(339),339
IIC Technologies,3.5,(339),339
R&R Limousine And Bus,4.0,(339),339
Lucas Indian Service,4.1,(339),339
Himadri Speciality Chemical Limited,3.5,(339),339
Entab Infotech,3.1,(340),340
Labcorp,4.0,(339),339
Polyplastics Industries (I),3.8,(339),339
JUNIPER GREEN ENERGY,4.5,(339),339
Pricol Precision Products,3.9,(340),340
EqualizeRCM Services,3.7,(338),338
Sub-K IMPACT Solutions,4.1,(338),338
Dinshaws,3.9,(338),338
Delhi Metro Rail Corporation,4.1,(338),338
Path Infotech,3.4,(338),338
Abbott Nutrition International,4.0,(338),338
Gi Group,3.7,(338),338
Corizo,3.6,(338),338
Selec Controls,3.5,(338),338
Selec Controls,3.5,(338),338
Himedia Laboratories,4.1,(337),337
Vasan Eye Care Hospitals,3.8,(337),337
Jms Mining Services,3.9,(339),339
Awfis,4.3,(339),339
Cadence Design Systems,3.8,(339),339
Brawn Group,3.6,(339),339
Maharashtra Hybrid Seed Company,4.1,(337),337
Pfizer Products India,3.9,(337),337
Minda Kosei Aluminum Wheel,4.1,(338),338
Aabasoft,4.0,(337),337
Banco Products,3.6,(337),337
RHI Magnesita,3.8,(337),337
Tumbledry Solutions,4.4,(337),337
Nutricia,3.5,(337),337
Scaleneworks,3.5,(337),337
Jtekt Sona Automotive India,4.3,(337),337
Hindustan Wellness,3.2,(336),336
Nava Limited,3.8,(336),336
ATLBattery Technology (India) Private Limited,3.7,(338),338
E-Solutions,3.4,(337),337
Biz 2 Credit Info Services,3.4,(336),336
Cardinal Health,4.3,(336),336
MNC Group,4.2,(336),336
IndusInd Securities,3.7,(336),336
Decimal Point Analytics,2.7,(336),336
OneBanc Technologies,4.9,(336),336
Han Digital,2.7,(338),338
MobileComm Technologies India,3.8,(335),335
Global Calcium,3.3,(335),335
Tamilnad Mercantile Bank,2.5,(335),335
Groz Engineering Tools,4.1,(335),335
Technosoft Engineering Projects Limited,3.7,(335),335
Bristol-Myers Squibb,3.4,(334),334
Cohizon Life Sciences Limited,3.5,(334),334
Rainbow Childrens Hospital,3.6,(334),334
Dvara KGFS,3.7,(334),334
Machino Plastics,3.5,(335),335
Jasper Colin,3.6,(335),335
TP Central Odisha Distribution,3.7,(335),335
Harsha Engineers,3.9,(334),334
Rajsriya Automotive Industries,3.2,(334),334
GITAM University,3.6,(334),334
UCO Bank,3.7,(334),334
CareEdge Ratings,3.0,(334),334
Vashi Integrated Solutions Limited,3.9,(334),334
AAJ Supply Chain Management,4.0,(334),334
Rao IIT Academy,3.5,(333),333
DCDC Kidney Care,4.0,(334),334
Agility,4.0,(333),333
Hitech Digital Solutions,3.7,(333),333
Centre for Good Governance,4.1,(333),333
Lincoln Pharmaceuticals,3.4,(333),333
IQ BackOffice,3.5,(333),333
KJS Cement,3.6,(334),334
Oriental Aromatics,3.9,(333),333
Fluentgrid,3.5,(333),333
Holisol Logistics,3.8,(333),333
Nitco,3.9,(334),334
Boehringer-Ingelheim,4.0,(332),332
MTR Foods,3.9,(332),332
Sureti Insurance Marketing,3.2,(333),333
BIC Cello,4.0,(332),332
Savex Technologies,4.0,(333),333
Greentech Industries,3.7,(332),332
CR3 Group,3.8,(334),334
Genisys Group,3.5,(332),332
Sundaram Motors,4.0,(333),333
Inventia Healthcare,4.0,(332),332
Softcell Technologies,3.7,(332),332
Cox & Kings,3.4,(332),332
Olectra Greentech,3.5,(332),332
Veolia Water Technologies,4.2,(332),332
Luxor Writing Instruments,3.5,(333),333
Indus Valley Partners,2.8,(331),331
Tata Play Fiber,3.9,(332),332
Louis Philippe,4.4,(331),331
Victora Tool Engineers,3.8,(330),330
ILJIN ELECTRONICS,3.8,(330),330
Avanse Financial Services,3.8,(331),331
Kubota Agricultural Machinery India,4.2,(330),330
Aristocrat,3.6,(330),330
AXIS MY INDIA,3.4,(330),330
Chubb,3.3,(330),330
Jaiprakash Power Ventures,4.0,(329),329
MIOT INTERNATIONAL,3.4,(329),329
Ratnamani Metals and Tubes,4.2,(330),330
You Broadband,3.7,(329),329
Kent plc,4.1,(329),329
Kusum Healthcare,4.1,(329),329
Tenon Facility Management,3.6,(329),329
Peregrine Guarding,3.9,(329),329
"Nitor Infotech, an Ascendion company",3.9,(329),329
VSoft Technologies,3.1,(329),329
Ubisoft Entertainment,3.6,(329),329
